featureID,Lat,Lon,imageID,timeMillis,NDVI
-12147915_4034559,40.345586133857665,-121.47914969280528,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3263565891472868
-12147903_4034558,40.34558458579145,-121.47903198734696,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3657937806873977
-12147891_4034558,40.34558303760549,-121.47891428189776,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3261044176706827
-12147974_4034550,40.345503811541434,-121.47974024262199,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3201741654571843
-12147962_4034550,40.34550226407876,-121.47962253727447,20170331T184921_20170331T185850_T10TFK,1490986730880,0.29591836734693877
-12147950_4034550,40.34550071649636,-121.47950483193608,20170331T184921_20170331T185850_T10TFK,1490986730880,0.329608938547486
-12147939_4034550,40.34549916879423,-121.47938712660681,20170331T184921_20170331T185850_T10TFK,1490986730880,0.32507507507507505
-12147927_4034550,40.34549762097237,-121.47926942128666,20170331T184921_20170331T185850_T10TFK,1490986730880,0.28723824575266693
-12147915_4034550,40.34549607303077,-121.47915171597566,20170331T184921_20170331T185850_T10TFK,1490986730880,0.37485029940119763
-12147903_4034549,40.34549452496945,-121.47903401067376,20170331T184921_20170331T185850_T10TFK,1490986730880,0.35443037974683544
-12147986_4034542,40.34541529802661,-121.47985997020126,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3885180240320427
-12147974_4034541,40.345413750688564,-121.47974226500104,20170331T184921_20170331T185850_T10TFK,1490986730880,0.23609534619750283
-12147962_4034541,40.34541220323079,-121.47962455980998,20170331T184921_20170331T185850_T10TFK,1490986730880,0.350093808630394
-12147951_4034541,40.34541065565328,-121.479506854628,20170331T184921_20170331T185850_T10TFK,1490986730880,0.33138899015676265
-12147939_4034541,40.345409107956044,-121.47938914945519,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2441445017864232
-12147927_4034541,40.34540756013909,-121.47927144429147,20170331T184921_20170331T185850_T10TFK,1490986730880,0.27906976744186046
-12147915_4034541,40.34540601220239,-121.47915373913688,20170331T184921_20170331T185850_T10TFK,1490986730880,0.37712519319938176
-12147986_4034533,40.345325237167344,-121.47986199241475,20170331T184921_20170331T185850_T10TFK,1490986730880,0.35223160434258144
-12147974_4034532,40.345323689834196,-121.47974428737099,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2406382285900358
-12147963_4034532,40.34532214238132,-121.47962658233632,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3736176935229068
-12147951_4034532,40.34532059480871,-121.4795088773108,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3168724279835391
-12147939_4034532,40.34531904711638,-121.47939117229443,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3159533073929961
-12147927_4034532,40.34531749930431,-121.47927346728714,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3367489520260829
-12147998_4034524,40.345236723515114,-121.47998171951559,20170331T184921_20170331T185850_T10TFK,1490986730880,0.23519102698913424
-12147986_4034524,40.34523517630659,-121.47986401461915,20170331T184921_20170331T185850_T10TFK,1490986730880,0.32320441988950277
-12147975_4034523,40.34523362897834,-121.4797463097318,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3097273097273097
-12147963_4034523,40.34523208153036,-121.4796286048536,20170331T184921_20170331T185850_T10TFK,1490986730880,0.32725109083696946
-12147951_4034523,40.34523053396265,-121.4795108999845,20170331T184921_20170331T185850_T10TFK,1490986730880,0.337995337995338
-12147939_4034523,40.34522898627521,-121.47939319512453,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3383838383838384
-12148010_4034515,40.34514820973187,-121.48010144630356,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3970649895178197
-12147998_4034515,40.34514666264797,-121.47998374155442,20170331T184921_20170331T185850_T10TFK,1490986730880,0.1469504707327057
-12147987_4034515,40.345145115444346,-121.47986603681439,20170331T184921_20170331T185850_T10TFK,1490986730880,0.284990253411306
-12147975_4034514,40.34514356812099,-121.47974833208349,20170331T184921_20170331T185850_T10TFK,1490986730880,0.33413461538461536
-12147963_4034514,40.34514202067791,-121.47963062736173,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3084693084693085
-12147951_4034514,40.3451404731151,-121.47951292264908,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2897678417884781
-12147940_4034514,40.345138925432565,-121.47939521794552,20170331T184921_20170331T185850_T10TFK,1490986730880,0.279824079164376
-12148022_4034506,40.34505969581761,-121.48022117277868,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5799601857996018
-12148010_4034506,40.34505814885834,-121.48010346817684,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5311438278595696
-12147999_4034506,40.34505660177934,-121.47998576358412,20170331T184921_20170331T185850_T10TFK,1490986730880,0.1988472622478386
-12147987_4034506,40.34505505458061,-121.47986805900055,20170331T184921_20170331T185850_T10TFK,1490986730880,0.1953059513830679
-12147975_4034505,40.34505350726216,-121.47975035442606,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2682370820668693
-12147963_4034505,40.34505195982397,-121.47963264986072,20170331T184921_20170331T185850_T10TFK,1490986730880,0.33231123035645843
-12147951_4034505,40.34505041226606,-121.4795149453045,20170331T184921_20170331T185850_T10TFK,1490986730880,0.29094922737306844
-12148034_4034497,40.34497118177235,-121.48034089894092,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5407166123778502
-12148022_4034497,40.3449696349377,-121.48022319448641,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5264723378941106
-12148011_4034497,40.344968087983325,-121.480105490041,20170331T184921_20170331T185850_T10TFK,1490986730880,0.46488075792224764
-12147999_4034497,40.34496654090922,-121.47998778560472,20170331T184921_20170331T185850_T10TFK,1490986730880,0.497346840328027
-12147987_4034496,40.344964993715394,-121.47987008117755,20170331T184921_20170331T185850_T10TFK,1490986730880,0.26770601336302896
-12147975_4034496,40.344963446401835,-121.4797523767595,20170331T184921_20170331T185850_T10TFK,1490986730880,0.16551724137931034
-12147963_4034496,40.34496189896855,-121.47963467235061,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2381404174573055
-12148046_4034488,40.344882667596075,-121.48046062479028,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5875454913061059
-12148034_4034488,40.34488112088605,-121.48034292048308,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5740390674228103
-12148023_4034488,40.34487957405629,-121.480225216185,20170331T184921_20170331T185850_T10TFK,1490986730880,0.40840190558683415
-12148011_4034488,40.344878027106816,-121.48010751189604,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3624006155424468
-12147999_4034488,40.34487648003761,-121.47998980761619,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5339587242026267
-12147987_4034487,40.344874932848676,-121.47987210334546,20170331T184921_20170331T185850_T10TFK,1490986730880,0.43427331887201737
-12147975_4034487,40.34487338554001,-121.47975439908386,20170331T184921_20170331T185850_T10TFK,1490986730880,0.20443008767881865
-12148046_4034479,40.344792606703386,-121.48046264616693,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5315860215053764
-12148034_4034479,40.34479105999826,-121.48034494201616,20170331T184921_20170331T185850_T10TFK,1490986730880,0.4616867469879518
-12148023_4034479,40.344789513173396,-121.4802272378745,20170331T184921_20170331T185850_T10TFK,1490986730880,0.08320890457445365
-12148011_4034479,40.344787966228814,-121.48010953374195,20170331T184921_20170331T185850_T10TFK,1490986730880,0.13856025666733507
-12147999_4034479,40.3447864191645,-121.47999182961854,20170331T184921_20170331T185850_T10TFK,1490986730880,0.4205405405405405
-12147987_4034478,40.34478487198046,-121.47987412550424,20170331T184921_20170331T185850_T10TFK,1490986730880,0.48825710754017304
-12148058_4034470,40.34470409238972,-121.4805823715379,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5182625863770978
-12148046_4034470,40.34470254580921,-121.48046466753443,20170331T184921_20170331T185850_T10TFK,1490986730880,0.4517241379310345
-12148035_4034470,40.34470099910898,-121.4803469635401,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3414012738853503
-12148023_4034470,40.34469945228902,-121.48022925955486,20170331T184921_20170331T185850_T10TFK,1490986730880,0.055926544240400666
-12148011_4034470,40.34469790534933,-121.48011155557876,20170331T184921_20170331T185850_T10TFK,1490986730880,0.1639091958445556
-12147999_4034470,40.344696358289916,-121.47999385161175,20170331T184921_20170331T185850_T10TFK,1490986730880,0.23066666666666666
-12148070_4034462,40.344615577945035,-121.48070209659602,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3957040572792363
-12148058_4034461,40.34461403148915,-121.48058439273987,20170331T184921_20170331T185850_T10TFK,1490986730880,0.20925709840528978
-12148047_4034461,40.34461248491354,-121.48046668889283,20170331T184921_20170331T185850_T10TFK,1490986730880,0.16661505109941158
-12148035_4034461,40.3446109382182,-121.48034898505492,20170331T184921_20170331T185850_T10TFK,1490986730880,0.02272969800448191
-12148023_4034461,40.34460939140313,-121.48023128122612,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.006798018204862311
-12148011_4034461,40.34460784446834,-121.48011357740644,20170331T184921_20170331T185850_T10TFK,1490986730880,0.24449818621523578
-12148000_4034461,40.344606297413826,-121.47999587359587,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2863988204939182
-12148082_4034453,40.34452706336935,-121.48082182134127,20170331T184921_20170331T185850_T10TFK,1490986730880,0.5515970515970516
-12148070_4034453,40.34452551703808,-121.48070411763244,20170331T184921_20170331T185850_T10TFK,1490986730880,0.20347259902333154
-12148059_4034452,40.34452397058709,-121.48058641393271,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.024787775891341256
-12148047_4034452,40.344522424016375,-121.4804687102421,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.024793388429752067
-12148035_4034452,40.34452087732593,-121.48035100656061,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.030442176870748298
-12148023_4034452,40.34451933051576,-121.48023330288825,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.03932752927048934
-12148012_4034452,40.34451778358586,-121.480115599225,20170331T184921_20170331T185850_T10TFK,1490986730880,0.44806605823554974
-12148094_4034444,40.34443854866266,-121.48094154577367,20170331T184921_20170331T185850_T10TFK,1490986730880,0.4861679095501564
-12148082_4034444,40.34443700245602,-121.48082384221215,20170331T184921_20170331T185850_T10TFK,1490986730880,0.4860335195530726
-12148071_4034444,40.344435456129645,-121.48070613865974,20170331T184921_20170331T185850_T10TFK,1490986730880,0.021840638650399157
-12148059_4034443,40.34443390968355,-121.48058843511646,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.03300936870676823
-12148047_4034443,40.344432363117726,-121.48047073158226,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.06423323062337047
-12148035_4034443,40.34443081643218,-121.4803530280572,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.04395299343018414
-12148024_4034443,40.3444292696269,-121.48023532454127,20170331T184921_20170331T185850_T10TFK,1490986730880,0.005914567360350493
-12148094_4034435,40.34434848774295,-121.48094356647901,20170331T184921_20170331T185850_T10TFK,1490986730880,0.32852729145211124
-12148083_4034435,40.34434694154119,-121.48082586307393,20170331T184921_20170331T185850_T10TFK,1490986730880,0.11969235699407146
-12148071_4034435,40.34434539521972,-121.48070815967795,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.038834951456310676
-12148059_4034434,40.344343848778514,-121.48059045629107,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.041330907200415906
-12148047_4034434,40.34434230221758,-121.4804727529133,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.08655937364071335
-12148036_4034434,40.34434075553693,-121.48035504954467,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.003228410008071025
-12148106_4034426,40.344259972898875,-121.48106329043301,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3454632511371798
-12148095_4034426,40.34425842682174,-121.48094558717526,20170331T184921_20170331T185850_T10TFK,1490986730880,0.09370277078085643
-12148083_4034426,40.34425688062488,-121.48082788392657,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.036826154835154744
-12148071_4034426,40.34425533430829,-121.48071018068701,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.024896265560165973
-12148059_4034425,40.344253787871985,-121.48059247745657,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.08116063919259882
-12148047_4034425,40.34425224131595,-121.48047477423525,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.006565252201761409
-12148118_4034417,40.3441714579238,-121.48118301407418,20170331T184921_20170331T185850_T10TFK,1490986730880,0.350013598041882
-12148107_4034417,40.344169911971285,-121.48106531096371,20170331T184921_20170331T185850_T10TFK,1490986730880,0.07014492753623189
-12148095_4034417,40.34416836589904,-121.48094760786235,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.024229074889867842
-12148083_4034417,40.34416681970708,-121.48082990477009,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.042557741659538066
-12148071_4034417,40.34416527339539,-121.48071220168696,20170331T184921_20170331T185850_T10TFK,1490986730880,0.0216515609264854
-12148059_4034416,40.34416372696397,-121.48059449861294,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.054023983187044135
-12148048_4034416,40.34416218041283,-121.48047679554804,20170331T184921_20170331T185850_T10TFK,1490986730880,0.10426648414328085
-12148130_4034408,40.34408294281772,-121.4813027374025,20170331T184921_20170331T185850_T10TFK,1490986730880,0.16165782753879396
-12148119_4034408,40.34408139698982,-121.48118503443933,20170331T184921_20170331T185850_T10TFK,1490986730880,0.08345120226308345
-12148107_4034408,40.344079851042196,-121.48106733148529,20170331T184921_20170331T185850_T10TFK,1490986730880,0.04235869705162869
-12148095_4034408,40.34407830497485,-121.48094962854034,20170331T184921_20170331T185850_T10TFK,1490986730880,0.02797099304425041
-12148083_4034408,40.34407675878778,-121.48083192560452,20170331T184921_20170331T185850_T10TFK,1490986730880,0.09118214975327182
-12148071_4034408,40.34407521248099,-121.4807142226778,20170331T184921_20170331T185850_T10TFK,1490986730880,0.14500288850375506
-12148060_4034407,40.34407366605446,-121.48059651976021,20170331T184921_20170331T185850_T10TFK,1490986730880,-0.05800091701054562
-12148130_4034399,40.34399288187737,-121.48130475760212,20170331T184921_20170331T185850_T10TFK,1490986730880,0.08866615265998458
-12148119_4034399,40.343991336054366,-121.48118705479537,20170331T184921_20170331T185850_T10TFK,1490986730880,0.021619640894100404
-12148107_4034399,40.343989790111635,-121.48106935199775,20170331T184921_20170331T185850_T10TFK,1490986730880,0.20650928260371304
-12148095_4034399,40.34398824404918,-121.48095164920922,20170331T184921_20170331T185850_T10TFK,1490986730880,0.29021334236369795
-12148083_4034399,40.343986697866995,-121.48083394642983,20170331T184921_20170331T185850_T10TFK,1490986730880,0.16985082439152055
-12148072_4034399,40.34398515156509,-121.48071624365953,20170331T184921_20170331T185850_T10TFK,1490986730880,0.002336448598130841
-12148119_4034390,40.3439012751174,-121.48118907514228,20170331T184921_20170331T185850_T10TFK,1490986730880,0.047188360204482895
-12148107_4034390,40.34389972917956,-121.48107137250108,20170331T184921_20170331T185850_T10TFK,1490986730880,0.3638714444033986
-12148095_4034390,40.343898183122,-121.480953669869,20170331T184921_20170331T185850_T10TFK,1490986730880,0.2785735165156387
-12148084_4034390,40.34389663694472,-121.48083596724601,20170331T184921_20170331T185850_T10TFK,1490986730880,0.002112676056338028
-12148119_4034381,40.34381121417895,-121.4811910954801,20170331T184921_20170331T185850_T10TFK,1490986730880,0.162640099626401
-12148107_4034381,40.34380966824601,-121.48107339299531,20170331T184921_20170331T185850_T10TFK,1490986730880,0.389873417721519
-12148096_4034381,40.34380812219334,-121.48095569051962,20170331T184921_20170331T185850_T10TFK,1490986730880,0.05701394585726005
-12148108_4034372,40.34371960731096,-121.48107541348043,20170331T184921_20170331T185850_T10TFK,1490986730880,0.20402205643853388
-12147926_4034595,40.34594792511641,-121.47925930612581,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3232484076433121
-12147914_4034595,40.34594637715033,-121.47914160003262,20170420T184921_20170420T190203_T10TFK,1492714923310,0.28262910798122065
-12147926_4034586,40.345857864290586,-121.47926132917624,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26218487394957984
-12147914_4034586,40.345856316329396,-121.47914362323945,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2822429906542056
-12147903_4034585,40.34585476824848,-121.47902591731183,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3123262279888786
-12147938_4034577,40.34576935129983,-121.47938105800698,20170420T184921_20170420T190203_T10TFK,1492714923310,0.32432432432432434
-12147926_4034577,40.34576780346327,-121.47926335221754,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26151172893136404
-12147915_4034577,40.34576625550698,-121.4791456464372,20170420T184921_20170420T190203_T10TFK,1492714923310,0.29858657243816256
-12147903_4034576,40.34576470743096,-121.47902794066599,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3384879725085911
-12147891_4034576,40.345763159235204,-121.47891023490392,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3748974569319114
-12147950_4034568,40.345680838178055,-121.47950078652485,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3990306946688207
-12147938_4034568,40.345679290466116,-121.4793830808827,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3465674110835401
-12147927_4034568,40.345677742634464,-121.4792653752497,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2760942760942761
-12147915_4034568,40.34567619468307,-121.4791476696258,20170420T184921_20170420T190203_T10TFK,1492714923310,0.29105125977410945
-12147903_4034567,40.34567464661195,-121.47902996401103,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3132209405501331
-12147891_4034567,40.3456730984211,-121.47891225840542,20170420T184921_20170420T190203_T10TFK,1492714923310,0.32683790965456155
-12147879_4034567,40.34567155011052,-121.47879455280889,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2808155699721965
-12147962_4034559,40.345592324925256,-121.47962051472985,20170420T184921_20170420T190203_T10TFK,1492714923310,0.22758620689655173
-12147950_4034559,40.34559077733795,-121.47950280923503,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2903765690376569
-12147939_4034559,40.34558922963092,-121.47938510374932,20170420T184921_20170420T190203_T10TFK,1492714923310,0.28074639525021206
-12147927_4034559,40.34558768180416,-121.47926739827275,20170420T184921_20170420T190203_T10TFK,1492714923310,0.27648578811369506
-12147915_4034559,40.345586133857665,-121.47914969280528,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2766726943942134
-12147903_4034558,40.34558458579145,-121.47903198734696,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2915129151291513
-12147891_4034558,40.34558303760549,-121.47891428189776,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2638623326959847
-12147974_4034550,40.345503811541434,-121.47974024262199,20170420T184921_20170420T190203_T10TFK,1492714923310,0.28708133971291866
-12147962_4034550,40.34550226407876,-121.47962253727447,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2204861111111111
-12147950_4034550,40.34550071649636,-121.47950483193608,20170420T184921_20170420T190203_T10TFK,1492714923310,0.23875432525951557
-12147939_4034550,40.34549916879423,-121.47938712660681,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2292418772563177
-12147927_4034550,40.34549762097237,-121.47926942128666,20170420T184921_20170420T190203_T10TFK,1492714923310,0.21847930702598653
-12147915_4034550,40.34549607303077,-121.47915171597566,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2959558823529412
-12147903_4034549,40.34549452496945,-121.47903401067376,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2923923006416132
-12147986_4034542,40.34541529802661,-121.47985997020126,20170420T184921_20170420T190203_T10TFK,1492714923310,0.27024567788899
-12147974_4034541,40.345413750688564,-121.47974226500104,20170420T184921_20170420T190203_T10TFK,1492714923310,0.20949957591178966
-12147962_4034541,40.34541220323079,-121.47962455980998,20170420T184921_20170420T190203_T10TFK,1492714923310,0.24907063197026022
-12147951_4034541,40.34541065565328,-121.479506854628,20170420T184921_20170420T190203_T10TFK,1492714923310,0.25662100456621006
-12147939_4034541,40.345409107956044,-121.47938914945519,20170420T184921_20170420T190203_T10TFK,1492714923310,0.23595505617977527
-12147927_4034541,40.34540756013909,-121.47927144429147,20170420T184921_20170420T190203_T10TFK,1492714923310,0.22731707317073171
-12147915_4034541,40.34540601220239,-121.47915373913688,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2947867298578199
-12147986_4034533,40.345325237167344,-121.47986199241475,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2322357019064125
-12147974_4034532,40.345323689834196,-121.47974428737099,20170420T184921_20170420T190203_T10TFK,1492714923310,0.21869488536155202
-12147963_4034532,40.34532214238132,-121.47962658233632,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26264591439688717
-12147951_4034532,40.34532059480871,-121.4795088773108,20170420T184921_20170420T190203_T10TFK,1492714923310,0.258364312267658
-12147939_4034532,40.34531904711638,-121.47939117229443,20170420T184921_20170420T190203_T10TFK,1492714923310,0.28377153218495016
-12147927_4034532,40.34531749930431,-121.47927346728714,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26749760306807285
-12147998_4034524,40.345236723515114,-121.47998171951559,20170420T184921_20170420T190203_T10TFK,1492714923310,0.10101010101010101
-12147986_4034524,40.34523517630659,-121.47986401461915,20170420T184921_20170420T190203_T10TFK,1492714923310,0.1536286522148916
-12147975_4034523,40.34523362897834,-121.4797463097318,20170420T184921_20170420T190203_T10TFK,1492714923310,0.1984732824427481
-12147963_4034523,40.34523208153036,-121.4796286048536,20170420T184921_20170420T190203_T10TFK,1492714923310,0.23212536728697356
-12147951_4034523,40.34523053396265,-121.4795108999845,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26383763837638374
-12147939_4034523,40.34522898627521,-121.47939319512453,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2875457875457875
-12148010_4034515,40.34514820973187,-121.48010144630356,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2994350282485876
-12147998_4034515,40.34514666264797,-121.47998374155442,20170420T184921_20170420T190203_T10TFK,1492714923310,0.056818181818181816
-12147987_4034515,40.345145115444346,-121.47986603681439,20170420T184921_20170420T190203_T10TFK,1492714923310,0.13697219361483007
-12147975_4034514,40.34514356812099,-121.47974833208349,20170420T184921_20170420T190203_T10TFK,1492714923310,0.21631878557874762
-12147963_4034514,40.34514202067791,-121.47963062736173,20170420T184921_20170420T190203_T10TFK,1492714923310,0.23773584905660378
-12147951_4034514,40.3451404731151,-121.47951292264908,20170420T184921_20170420T190203_T10TFK,1492714923310,0.24861878453038674
-12147940_4034514,40.345138925432565,-121.47939521794552,20170420T184921_20170420T190203_T10TFK,1492714923310,0.2089704383282365
-12148022_4034506,40.34505969581761,-121.48022117277868,20170420T184921_20170420T190203_T10TFK,1492714923310,0.419698314108252
-12148010_4034506,40.34505814885834,-121.48010346817684,20170420T184921_20170420T190203_T10TFK,1492714923310,0.4084995663486557
-12147999_4034506,40.34505660177934,-121.47998576358412,20170420T184921_20170420T190203_T10TFK,1492714923310,0.18454935622317598
-12147987_4034506,40.34505505458061,-121.47986805900055,20170420T184921_20170420T190203_T10TFK,1492714923310,0.096045197740113
-12147975_4034505,40.34505350726216,-121.47975035442606,20170420T184921_20170420T190203_T10TFK,1492714923310,0.15320910973084886
-12147963_4034505,40.34505195982397,-121.47963264986072,20170420T184921_20170420T190203_T10TFK,1492714923310,0.24208566108007448
-12147951_4034505,40.34505041226606,-121.4795149453045,20170420T184921_20170420T190203_T10TFK,1492714923310,0.21739130434782608
-12148034_4034497,40.34497118177235,-121.48034089894092,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3796576032225579
-12148022_4034497,40.3449696349377,-121.48022319448641,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3951890034364261
-12148011_4034497,40.344968087983325,-121.480105490041,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3770491803278688
-12147999_4034497,40.34496654090922,-121.47998778560472,20170420T184921_20170420T190203_T10TFK,1492714923310,0.36231884057971014
-12147987_4034496,40.344964993715394,-121.47987008117755,20170420T184921_20170420T190203_T10TFK,1492714923310,0.22916666666666666
-12147975_4034496,40.344963446401835,-121.4797523767595,20170420T184921_20170420T190203_T10TFK,1492714923310,0.0765661252900232
-12147963_4034496,40.34496189896855,-121.47963467235061,20170420T184921_20170420T190203_T10TFK,1492714923310,0.1529656607700312
-12148046_4034488,40.344882667596075,-121.48046062479028,20170420T184921_20170420T190203_T10TFK,1492714923310,0.38419618528610355
-12148034_4034488,40.34488112088605,-121.48034292048308,20170420T184921_20170420T190203_T10TFK,1492714923310,0.4025974025974026
-12148023_4034488,40.34487957405629,-121.480225216185,20170420T184921_20170420T190203_T10TFK,1492714923310,0.36726703210649964
-12148011_4034488,40.344878027106816,-121.48010751189604,20170420T184921_20170420T190203_T10TFK,1492714923310,0.26430517711171664
-12147999_4034488,40.34487648003761,-121.47998980761619,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3470483005366726
-12147987_4034487,40.344874932848676,-121.47987210334546,20170420T184921_20170420T190203_T10TFK,1492714923310,0.3830935251798561
